ts_ns,symbol,venue,level,side,price,price_ticks,size,num_orders
1748959200000000000,AAPL,XNAS,1,1,0.9996920228004456,100,20.0,1
1748959200000000000,AAPL,XNAS,1,-1,1.0002052783966064,100,2.0,1
1748959200000000000,AAPL,XNAS,2,1,0.999640703201294,100,1.0,1
1748959200000000000,AAPL,XNAS,2,-1,1.000359296798706,100,100.0,1
1748959214000000000,AAPL,XNAS,1,1,0.9999486804008484,100,1.0,1
1748959214000000000,AAPL,XNAS,1,-1,1.0002052783966064,100,2.0,1
1748959214000000000,AAPL,XNAS,2,1,0.9996920228004456,100,20.0,1
1748959214000000000,AAPL,XNAS,2,-1,1.000359296798706,100,100.0,1
1748959232000000000,AAPL,XNAS,1,1,0.9999486804008484,100,2.0,1
1748959232000000000,AAPL,XNAS,1,-1,1.0002052783966064,100,2.0,1
1748959232000000000,AAPL,XNAS,2,1,0.9996920228004456,100,20.0,1
1748959232000000000,AAPL,XNAS,2,-1,1.000359296798706,100,100.0,1
1748959234000000000,AAPL,XNAS,1,1,0.9999486804008484,100,2.0,1
1748959234000000000,AAPL,XNAS,1,-1,1.0002052783966064,100,46.0,1
1748959234000000000,AAPL,XNAS,2,1,0.9996920228004456,100,20.0,1
1748959234000000000,AAPL,XNAS,2,-1,1.000359296798706,100,100.0,1
1748959242000000000,AAPL,XNAS,1,1,0.9999486804008484,100,2.0,1
1748959242000000000,AAPL,XNAS,1,-1,1.0002052783966064,100,46.0,1
1748959242000000000,AAPL,XNAS,2,1,0.9996920228004456,100,20.0,1
1748959242000000000,AAPL,XNAS,2,-1,1.000359296798706,100,100.0,1
1748959250000000000,AAPL,XNAS,1,1,0.9999486804008484,100,2.0,1
1748959250000000000,AAPL,XNAS,1,-1,1.0002052783966064,100,46.0,1
1748959250000000000,AAPL,XNAS,2,1,0.9996920228004456,100,20.0,1
1748959250000000000,AAPL,XNAS,2,-1,1.000359296798706,100,101.0,1
1748959267000000000,AAPL,XNAS,1,1,0.9999486804008484,100,2.0,1
1748959267000000000,AAPL,XNAS,1,-1,1.0002052783966064,100,47.0,1
