ts_ns,symbol,venue,level,side,price,price_ticks,size,num_orders
1749650400000000000,AAPL,XNAS,1,1,0.9995279908180237,100,200.0,1
1749650400000000000,AAPL,XNAS,1,-1,1.0002098083496094,100,2.0,1
1749650400000000000,AAPL,XNAS,2,1,0.9994755387306213,100,100.0,1
1749650400000000000,AAPL,XNAS,2,-1,1.0003671646118164,100,1.0,1
1749650401000000000,AAPL,XNAS,1,1,1.0,100,1.0,1
1749650401000000000,AAPL,XNAS,1,-1,1.0002098083496094,100,2.0,1
1749650401000000000,AAPL,XNAS,2,1,0.9995279908180237,100,400.0,3
1749650401000000000,AAPL,XNAS,2,-1,1.0003671646118164,100,1.0,1
1749650403000000000,AAPL,XNAS,1,1,0.9995279908180237,100,200.0,1
1749650403000000000,AAPL,XNAS,1,-1,1.0001049041748047,100,26.0,1
1749650403000000000,AAPL,XNAS,2,1,0.9994755387306213,100,100.0,1
1749650403000000000,AAPL,XNAS,2,-1,1.0002098083496094,100,2.0,1
1749650404000000000,AAPL,XNAS,1,1,0.9995279908180237,100,200.0,1
1749650404000000000,AAPL,XNAS,1,-1,1.0002098083496094,100,2.0,1
1749650404000000000,AAPL,XNAS,2,1,0.9994755387306213,100,100.0,1
1749650404000000000,AAPL,XNAS,2,-1,1.0003671646118164,100,1.0,1
1749650407000000000,AAPL,XNAS,1,1,0.9995279908180237,100,200.0,1
1749650407000000000,AAPL,XNAS,1,-1,1.0001049041748047,100,58.0,1
1749650407000000000,AAPL,XNAS,2,1,0.9994755387306213,100,100.0,1
1749650407000000000,AAPL,XNAS,2,-1,1.0002098083496094,100,2.0,1
1749650408000000000,AAPL,XNAS,1,1,0.9995279908180237,100,200.0,1
1749650408000000000,AAPL,XNAS,1,-1,1.0001049041748047,100,63.0,1
1749650408000000000,AAPL,XNAS,2,1,0.9994755387306213,100,100.0,1
1749650408000000000,AAPL,XNAS,2,-1,1.0002098083496094,100,2.0,1
