ts_ns,symbol,venue,level,side,price,price_ticks,size,num_orders
1749132000000000000,AAPL,XNAS,1,1,0.9990656971931458,100,20.0,1
1749132000000000000,AAPL,XNAS,1,-1,0.9997664093971252,100,90.0,1
1749132000000000000,AAPL,XNAS,2,1,0.9990190267562866,100,210.0,1
1749132000000000000,AAPL,XNAS,2,-1,0.9998131394386292,100,101.0,1
1749132010000000000,AAPL,XNAS,1,1,0.9990656971931458,100,20.0,1
1749132010000000000,AAPL,XNAS,1,-1,0.9997664093971252,100,90.0,1
1749132010000000000,AAPL,XNAS,2,1,0.9990190267562866,100,210.0,1
1749132010000000000,AAPL,XNAS,2,-1,0.9998131394386292,100,101.0,1
1749132023000000000,AAPL,XNAS,1,1,0.9990656971931458,100,20.0,1
1749132023000000000,AAPL,XNAS,1,-1,0.9997664093971252,100,90.0,1
1749132023000000000,AAPL,XNAS,2,1,0.9990190267562866,100,212.0,1
1749132023000000000,AAPL,XNAS,2,-1,0.9998131394386292,100,101.0,1
1749132025000000000,AAPL,XNAS,1,1,0.9991124272346497,100,90.0,1
1749132025000000000,AAPL,XNAS,1,-1,0.9998131394386292,100,101.0,1
1749132025000000000,AAPL,XNAS,2,1,0.9990656971931458,100,320.0,2
1749132025000000000,AAPL,XNAS,2,-1,0.999906599521637,100,100.0,1
1749132026000000000,AAPL,XNAS,1,1,0.9991124272346497,100,395.0,3
1749132026000000000,AAPL,XNAS,1,-1,0.9998131394386292,100,101.0,1
1749132026000000000,AAPL,XNAS,2,1,0.9990656971931458,100,220.0,1
1749132026000000000,AAPL,XNAS,2,-1,0.999906599521637,100,100.0,1
1749132027000000000,AAPL,XNAS,1,1,0.9991124272346497,100,315.0,2
1749132027000000000,AAPL,XNAS,1,-1,0.9998131394386292,100,101.0,1
1749132027000000000,AAPL,XNAS,2,1,0.9990656971931458,100,200.0,1
1749132027000000000,AAPL,XNAS,2,-1,0.999906599521637,100,100.0,1
1749132028000000000,AAPL,XNAS,1,1,0.9991124272346497,100,315.0,2
1749132028000000000,AAPL,XNAS,1,-1,0.9998131394386292,100,111.0,1
1749132028000000000,AAPL,XNAS,2,1,0.9990656971931458,100,200.0,1
1749132028000000000,AAPL,XNAS,2,-1,0.999906599521637,100,100.0,1
1749132029000000000,AAPL,XNAS,1,1,0.9991124272346497,100,315.0,2
1749132029000000000,AAPL,XNAS,1,-1,0.9998131394386292,100,111.0,1
1749132029000000000,AAPL,XNAS,2,1,0.9990656971931458,100,100.0,1
1749132029000000000,AAPL,XNAS,2,-1,0.999906599521637,100,100.0,1
1749132030000000000,AAPL,XNAS,1,1,0.9991124272346497,100,315.0,2
1749132030000000000,AAPL,XNAS,1,-1,0.9998131394386292,100,111.0,1
1749132030000000000,AAPL,XNAS,2,1,0.9990656971931458,100,200.0,1
1749132030000000000,AAPL,XNAS,2,-1,0.999906599521637,100,100.0,1
1749132035000000000,AAPL,XNAS,1,1,0.9991124272346497,100,315.0,2
1749132035000000000,AAPL,XNAS,1,-1,0.9998131394386292,100,111.0,1
1749132035000000000,AAPL,XNAS,2,1,0.9990656971931458,100,100.0,1
1749132035000000000,AAPL,XNAS,2,-1,0.999906599521637,100,100.0,1
1749132036000000000,AAPL,XNAS,1,1,0.9991124272346497,100,415.0,3
1749132036000000000,AAPL,XNAS,1,-1,0.9998131394386292,100,111.0,1
1749132036000000000,AAPL,XNAS,2,1,0.9990656971931458,100,100.0,1
1749132036000000000,AAPL,XNAS,2,-1,0.999906599521637,100,100.0,1
