ts_ns,symbol,venue,level,side,price,price_ticks,size,num_orders
1749218400000000000,AAPL,XNAS,1,1,0.9998719096183777,100,8.0,1
1749218400000000000,AAPL,XNAS,1,-1,1.0003329515457153,100,100.0,1
1749218400000000000,AAPL,XNAS,2,1,0.9998207092285156,100,5.0,1
1749218400000000000,AAPL,XNAS,2,-1,1.0003842115402222,100,20.0,1
1749218402000000000,AAPL,XNAS,1,1,0.9998719096183777,100,8.0,1
1749218402000000000,AAPL,XNAS,1,-1,1.0003329515457153,100,100.0,1
1749218402000000000,AAPL,XNAS,2,1,0.9998207092285156,100,4.0,1
1749218402000000000,AAPL,XNAS,2,-1,1.0003842115402222,100,20.0,1
1749218403000000000,AAPL,XNAS,1,1,0.9998719096183777,100,8.0,1
1749218403000000000,AAPL,XNAS,1,-1,1.0003329515457153,100,100.0,1
1749218403000000000,AAPL,XNAS,2,1,0.9998207092285156,100,5.0,1
1749218403000000000,AAPL,XNAS,2,-1,1.0003842115402222,100,25.0,1
1749218404000000000,AAPL,XNAS,1,1,0.9998719096183777,100,8.0,1
1749218404000000000,AAPL,XNAS,1,-1,1.0003329515457153,100,100.0,1
1749218404000000000,AAPL,XNAS,2,1,0.9998207092285156,100,4.0,1
1749218404000000000,AAPL,XNAS,2,-1,1.0003842115402222,100,25.0,1
1749218405000000000,AAPL,XNAS,1,1,0.9998719096183777,100,8.0,1
1749218405000000000,AAPL,XNAS,1,-1,1.0003329515457153,100,100.0,1
1749218405000000000,AAPL,XNAS,2,1,0.9998207092285156,100,3.0,1
1749218405000000000,AAPL,XNAS,2,-1,1.0003842115402222,100,25.0,1
1749218412000000000,AAPL,XNAS,1,1,0.9998719096183777,100,8.0,1
1749218412000000000,AAPL,XNAS,1,-1,1.0003842115402222,100,23.0,1
1749218412000000000,AAPL,XNAS,2,1,0.9998207092285156,100,3.0,1
1749218412000000000,AAPL,XNAS,2,-1,1.000435471534729,100,54.0,1
1749218415000000000,AAPL,XNAS,1,1,1.0001280307769775,100,1.0,1
1749218415000000000,AAPL,XNAS,1,-1,1.0006402730941772,100,157.0,1
1749218415000000000,AAPL,XNAS,2,1,0.9998719096183777,100,8.0,1
