ts_ns,symbol,venue,price,price_ticks,size,aggressor_side
1749132010000000000,AAPL,XNAS,0.9992058873176575,100,2.0,SELL
1749132053000000000,AAPL,XNAS,0.9999145269393921,100,445.0,BUY
1749132054000000000,AAPL,XNAS,0.9999992847442627,100,65.0,SELL
1749132056000000000,AAPL,XNAS,1.00023353099823,100,1.0,BUY
1749132057000000000,AAPL,XNAS,1.0002110004425049,100,62.0,BUY
1749132060000000000,AAPL,XNAS,0.9998546838760376,100,225.0,BUY
1749132101000000000,AAPL,XNAS,0.9994394183158875,100,315.0,SELL
1749132106000000000,AAPL,XNAS,0.9991820454597473,100,143.0,BUY
1749132163000000000,AAPL,XNAS,0.9987321496009827,100,142.0,BUY
1749132238000000000,AAPL,XNAS,0.998738706111908,100,200.0,SELL
1749132301000000000,AAPL,XNAS,0.9994394183158875,100,101.0,SELL
1749132391000000000,AAPL,XNAS,0.9993898272514343,100,433.0,BUY
1749132434000000000,AAPL,XNAS,0.9984562993049622,100,44.0,BUY
1749132514000000000,AAPL,XNAS,0.9983672499656677,100,21.0,BUY
1749132647000000000,AAPL,XNAS,0.9960557818412781,100,1.0,BUY
1749132648000000000,AAPL,XNAS,0.9971402287483215,100,396.0,BUY
1749132679000000000,AAPL,XNAS,0.9979457259178162,100,600.0,BUY
1749132680000000000,AAPL,XNAS,0.9985702037811279,100,16.0,BUY
1749132706000000000,AAPL,XNAS,0.9991947412490845,100,300.0,SELL
1749132707000000000,AAPL,XNAS,0.999309778213501,100,1.0,BUY
1749132730000000000,AAPL,XNAS,1.0003002882003784,100,110.0,BUY
1749132732000000000,AAPL,XNAS,1.0003547668457031,100,112.0,SELL
1749132767000000000,AAPL,XNAS,1.001183271408081,100,1.0,BUY
1749132804000000000,AAPL,XNAS,0.9997041821479797,100,100.0,BUY
1749132843000000000,AAPL,XNAS,0.9987181425094604,100,100.0,BUY
1749132887000000000,AAPL,XNAS,0.9992604851722717,100,1.0,BUY
1749132955000000000,AAPL,XNAS,0.9970640540122986,100,202.0,BUY
1749132967000000000,AAPL,XNAS,0.9972883462905884,100,1.0,SELL
1749133007000000000,AAPL,XNAS,0.9967953562736511,100,6.0,BUY
1749133067000000000,AAPL,XNAS,0.9967953562736511,100,1.0,SELL
1749133076000000000,AAPL,XNAS,0.9979786276817322,100,100.0,BUY
1749133091000000000,AAPL,XNAS,0.9980279207229614,100,40.0,BUY
1749133103000000000,AAPL,XNAS,0.9982744455337524,100,28.0,BUY
1749133127000000000,AAPL,XNAS,0.9977813959121704,100,1.0,BUY
1749133170000000000,AAPL,XNAS,0.9971404671669006,100,100.0,BUY
1749133183000000000,AAPL,XNAS,0.9976828098297119,100,211.0,BUY
1749133185000000000,AAPL,XNAS,0.9976828098297119,100,131.0,BUY
1749133197000000000,AAPL,XNAS,0.998458981513977,100,82.0,BUY
1749133200000000000,AAPL,XNAS,1.0005239248275757,100,1.0,BUY
1749133203000000000,AAPL,XNAS,1.000476360321045,100,1.0,SELL
1749133248000000000,AAPL,XNAS,1.0006191730499268,100,1.0,SELL
1749133272000000000,AAPL,XNAS,1.000666856765747,100,1.0,SELL
1749133273000000000,AAPL,XNAS,1.001050591468811,100,225.0,SELL
1749133276000000000,AAPL,XNAS,1.0011430978775024,100,1.0,BUY
1749133301000000000,AAPL,XNAS,1.000809669494629,100,78.0,SELL
1749133333000000000,AAPL,XNAS,1.0013251304626465,100,95.0,SELL
1749133342000000000,AAPL,XNAS,1.001476526260376,100,6.0,BUY
1749133375000000000,AAPL,XNAS,1.0013335943222046,100,1.0,BUY
1749133400000000000,AAPL,XNAS,1.0009526014328003,100,200.0,SELL
1749133404000000000,AAPL,XNAS,1.0007625818252563,100,103.0,BUY
1749133412000000000,AAPL,XNAS,1.000571608543396,100,1.0,BUY
1749133420000000000,AAPL,XNAS,1.0005239248275757,100,72.0,SELL
1749133434000000000,AAPL,XNAS,1.0014289617538452,100,600.0,SELL
1749133435000000000,AAPL,XNAS,1.0016194581985474,100,2.0,BUY
1749133480000000000,AAPL,XNAS,1.0011372566223145,100,81.0,BUY
1749133481000000000,AAPL,XNAS,1.0011430978775024,100,1.0,SELL
1749133542000000000,AAPL,XNAS,1.0014233589172363,100,69.0,BUY
1749133551000000000,AAPL,XNAS,1.001381278038025,100,1.0,SELL
1749133553000000000,AAPL,XNAS,1.001571774482727,100,1.0,BUY
1749133595000000000,AAPL,XNAS,1.0019078254699707,100,109.0,SELL
1749133648000000000,AAPL,XNAS,1.002347469329834,100,7.0,SELL
1749133670000000000,AAPL,XNAS,1.0023338794708252,100,1.0,SELL
1749133700000000000,AAPL,XNAS,1.0025720596313477,100,1.0,BUY
1749133714000000000,AAPL,XNAS,1.0022186040878296,100,107.0,SELL
1749133727000000000,AAPL,XNAS,1.0023815631866455,100,200.0,SELL
1749133734000000000,AAPL,XNAS,1.0025720596313477,100,1.0,UNKNOWN
1749133738000000000,AAPL,XNAS,1.0023338794708252,100,6.0,SELL
1749133760000000000,AAPL,XNAS,1.0019705295562744,100,685.0,BUY
1749133761000000000,AAPL,XNAS,1.0019433498382568,100,5.0,SELL
1749133800000000000,AAPL,XNAS,0.9949804544448853,99,420.0,SELL
1749133803000000000,AAPL,XNAS,0.9949560761451721,99,140.0,BUY
1749133819000000000,AAPL,XNAS,0.997133731842041,100,251.0,BUY
1749133820000000000,AAPL,XNAS,0.9973852038383484,100,352.0,SELL
1749133867000000000,AAPL,XNAS,0.9979502558708191,100,121.0,BUY
1749133887000000000,AAPL,XNAS,0.9966459274291992,100,2.0,BUY
1749133890000000000,AAPL,XNAS,0.9954169392585754,100,60.0,BUY
1749133897000000000,AAPL,XNAS,0.9944952130317688,99,1.0,BUY
1749133946000000000,AAPL,XNAS,0.9938807487487793,99,1.0,SELL
1749133948000000000,AAPL,XNAS,0.9938807487487793,99,1.0,SELL
1749133960000000000,AAPL,XNAS,0.9928153157234192,99,103.0,BUY
1749134006000000000,AAPL,XNAS,0.9940343499183655,99,1.0,SELL
1749134009000000000,AAPL,XNAS,0.9948024749755859,99,271.0,BUY
1749134022000000000,AAPL,XNAS,0.9956218004226685,100,204.0,BUY
1749134024000000000,AAPL,XNAS,0.9967483282089233,100,2.0,BUY
1749134029000000000,AAPL,XNAS,0.9969467520713806,100,48.0,SELL
1749134067000000000,AAPL,XNAS,0.9965947270393372,100,1.0,SELL
1749134079000000000,AAPL,XNAS,0.9966459274291992,100,1.0,SELL
1749134098000000000,AAPL,XNAS,0.9966459274291992,100,2.0,SELL
1749134124000000000,AAPL,XNAS,0.9956218004226685,100,100.0,SELL
1749134128000000000,AAPL,XNAS,0.9957242012023926,100,1.0,UNKNOWN
1749134189000000000,AAPL,XNAS,0.9955193400382996,100,1.0,SELL
1749134204000000000,AAPL,XNAS,0.9958778023719788,100,3.0,SELL
1749134212000000000,AAPL,XNAS,0.994853675365448,99,5.0,SELL
1749134222000000000,AAPL,XNAS,0.9948280453681946,99,200.0,SELL
1749134237000000000,AAPL,XNAS,0.9936758875846863,99,100.0,SELL
1749134250000000000,AAPL,XNAS,0.993471086025238,99,1.0,SELL
1749134264000000000,AAPL,XNAS,0.9947300553321838,99,116.0,SELL
1749134265000000000,AAPL,XNAS,0.9947410225868225,99,75.0,SELL
1749134311000000000,AAPL,XNAS,0.9939319491386414,99,1.0,SELL
1749134315000000000,AAPL,XNAS,0.9939319491386414,99,1.0,BUY
1749134336000000000,AAPL,XNAS,0.9961338639259338,100,1.0,BUY
1749134343000000000,AAPL,XNAS,0.9967995285987854,100,5.0,BUY
1749134344000000000,AAPL,XNAS,0.9966971278190613,100,1.0,BUY
1749134372000000000,AAPL,XNAS,0.9953238368034363,100,11.0,BUY
1749134380000000000,AAPL,XNAS,0.9955193400382996,100,1.0,BUY
1749134382000000000,AAPL,XNAS,0.9945946335792542,99,103.0,BUY
1749134400000000000,AAPL,XNAS,1.000093698501587,100,1.0,BUY
1749134405000000000,AAPL,XNAS,1.0000959634780884,100,342.0,BUY
1749134435000000000,AAPL,XNAS,1.0004867315292358,100,69.0,BUY
