ts_ns,symbol,venue,price,price_ticks,size,aggressor_side
1749045613000000000,AAPL,XNAS,0.9959161877632141,100,204.0,BUY
1749045635000000000,AAPL,XNAS,0.9942626953125,99,240.0,BUY
1749045650000000000,AAPL,XNAS,0.9938491582870483,99,1.0,SELL
1749045656000000000,AAPL,XNAS,0.9952312707901001,100,1898.0,BUY
1749045657000000000,AAPL,XNAS,0.9943660497665405,99,3.0,SELL
1749045665000000000,AAPL,XNAS,0.9943951368331909,99,160.0,SELL
1749045687000000000,AAPL,XNAS,0.9943660497665405,99,47.0,BUY
1749045713000000000,AAPL,XNAS,0.9949862957000732,99,1.0,BUY
1749045714000000000,AAPL,XNAS,0.9949862957000732,99,1.0,BUY
1749045720000000000,AAPL,XNAS,0.9939654469490051,99,401.0,SELL
1749045722000000000,AAPL,XNAS,0.9952964186668396,100,8.0,BUY
1749045762000000000,AAPL,XNAS,0.9932360649108887,99,527.0,BUY
1749045786000000000,AAPL,XNAS,0.9934356808662415,99,12.0,SELL
1749045820000000000,AAPL,XNAS,0.9921186566352844,99,573.0,BUY
1749045821000000000,AAPL,XNAS,0.9914746880531311,99,116.0,SELL
1749045824000000000,AAPL,XNAS,0.9915749430656433,99,185.0,SELL
1749045836000000000,AAPL,XNAS,0.9911614060401917,99,102.0,SELL
1749045844000000000,AAPL,XNAS,0.9911614060401917,99,9.0,SELL
1749045874000000000,AAPL,XNAS,0.990799605846405,99,1.0,SELL
1749045891000000000,AAPL,XNAS,0.9905411601066589,99,2.0,SELL
1749045893000000000,AAPL,XNAS,0.9926009774208069,99,148.0,SELL
1749045895000000000,AAPL,XNAS,0.9937974810600281,99,2.0,BUY
1749045911000000000,AAPL,XNAS,0.9942110180854797,99,1.0,BUY
1749045920000000000,AAPL,XNAS,0.9947795271873474,99,163.0,SELL
1749045954000000000,AAPL,XNAS,0.9957616329193115,100,2.0,SELL
1749045958000000000,AAPL,XNAS,0.9946278929710388,99,559.0,BUY
1749045971000000000,AAPL,XNAS,0.9939525723457336,99,3.0,SELL
1749045973000000000,AAPL,XNAS,0.9935907125473022,99,200.0,SELL
1749045978000000000,AAPL,XNAS,0.9946761727333069,99,4.0,UNKNOWN
1749045994000000000,AAPL,XNAS,0.9952964186668396,100,4.0,SELL
1749046004000000000,AAPL,XNAS,0.9946761727333069,99,2.0,SELL
1749046005000000000,AAPL,XNAS,0.9943203330039978,99,104.0,BUY
1749046006000000000,AAPL,XNAS,0.9942110180854797,99,2.0,SELL
1749046015000000000,AAPL,XNAS,0.9935907125473022,99,168.0,SELL
1749046046000000000,AAPL,XNAS,0.9961234331130981,100,1.0,BUY
1749046057000000000,AAPL,XNAS,0.9956582188606262,100,6.0,BUY
1749046061000000000,AAPL,XNAS,0.9959683418273926,100,1.0,BUY
1749046062000000000,AAPL,XNAS,0.9959683418273926,100,3.0,BUY
1749046063000000000,AAPL,XNAS,0.9960717558860779,100,3.0,BUY
1749046066000000000,AAPL,XNAS,0.9960717558860779,100,3.0,BUY
1749046074000000000,AAPL,XNAS,0.9958003759384155,100,4.0,BUY
1749046082000000000,AAPL,XNAS,0.9947278499603271,99,100.0,BUY
1749046089000000000,AAPL,XNAS,0.9951413869857788,100,102.0,BUY
1749046095000000000,AAPL,XNAS,0.9941980838775635,99,4.0,SELL
1749046096000000000,AAPL,XNAS,0.9940559267997742,99,4.0,SELL
1749046097000000000,AAPL,XNAS,0.9938405752182007,99,24.0,SELL
1749046100000000000,AAPL,XNAS,0.9937974810600281,99,200.0,SELL
1749046101000000000,AAPL,XNAS,0.9935907125473022,99,14.0,SELL
1749046104000000000,AAPL,XNAS,0.9935907125473022,99,86.0,SELL
1749046105000000000,AAPL,XNAS,0.9936941266059875,99,3.0,SELL
1749046106000000000,AAPL,XNAS,0.9936941266059875,99,3.0,SELL
1749046112000000000,AAPL,XNAS,0.9931443333625793,99,270.0,SELL
1749046181000000000,AAPL,XNAS,0.9928471446037292,99,251.0,SELL
1749046182000000000,AAPL,XNAS,0.992867112159729,99,3.0,BUY
