ts_ns,symbol,venue,level,side,price,price_ticks,size,num_orders
1749477600000000000,AAPL,XNAS,1,1,1.0023057460784912,100,8.0,1
1749477600000000000,AAPL,XNAS,1,-1,1.0029999017715454,100,400.0,3
1749477600000000000,AAPL,XNAS,2,1,1.002206563949585,100,202.0,1
1749477600000000000,AAPL,XNAS,2,-1,1.0035948753356934,100,20.0,1
1749477601000000000,AAPL,XNAS,1,1,1.00180983543396,100,90.0,1
1749477601000000000,AAPL,XNAS,1,-1,1.002851128578186,100,174.0,1
1749477601000000000,AAPL,XNAS,2,1,1.0015618801116943,100,11.0,1
1749477601000000000,AAPL,XNAS,2,-1,1.0029503107070923,100,24.0,1
1749477602000000000,AAPL,XNAS,1,1,1.0015618801116943,100,11.0,1
1749477602000000000,AAPL,XNAS,1,-1,1.002851128578186,100,174.0,1
1749477602000000000,AAPL,XNAS,2,1,1.0015122890472412,100,1.0,1
1749477602000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,326.0,2
1749477603000000000,AAPL,XNAS,1,1,1.00180983543396,100,90.0,1
1749477603000000000,AAPL,XNAS,1,-1,1.002851128578186,100,279.0,2
1749477603000000000,AAPL,XNAS,2,1,1.0015618801116943,100,11.0,1
1749477603000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,200.0,1
1749477604000000000,AAPL,XNAS,1,1,1.00180983543396,100,90.0,1
1749477604000000000,AAPL,XNAS,1,-1,1.002851128578186,100,279.0,2
1749477604000000000,AAPL,XNAS,2,1,1.0015618801116943,100,11.0,1
1749477604000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,326.0,2
1749477606000000000,AAPL,XNAS,1,1,1.00180983543396,100,90.0,1
1749477606000000000,AAPL,XNAS,1,-1,1.002851128578186,100,379.0,3
1749477606000000000,AAPL,XNAS,2,1,1.0015618801116943,100,11.0,1
1749477606000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,126.0,1
1749477613000000000,AAPL,XNAS,1,1,1.00180983543396,100,90.0,1
1749477613000000000,AAPL,XNAS,1,-1,1.002851128578186,100,479.0,3
1749477613000000000,AAPL,XNAS,2,1,1.0015618801116943,100,11.0,1
1749477613000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,126.0,1
1749477614000000000,AAPL,XNAS,1,1,1.00180983543396,100,90.0,1
1749477614000000000,AAPL,XNAS,1,-1,1.002851128578186,100,479.0,3
1749477614000000000,AAPL,XNAS,2,1,1.0015618801116943,100,11.0,1
1749477614000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,226.0,1
1749477615000000000,AAPL,XNAS,1,1,1.00180983543396,100,90.0,1
1749477615000000000,AAPL,XNAS,1,-1,1.002851128578186,100,479.0,3
1749477615000000000,AAPL,XNAS,2,1,1.0015618801116943,100,11.0,1
1749477615000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,100.0,1
1749477623000000000,AAPL,XNAS,1,1,1.00180983543396,100,90.0,1
1749477623000000000,AAPL,XNAS,1,-1,1.002851128578186,100,479.0,3
1749477623000000000,AAPL,XNAS,2,1,1.0015618801116943,100,11.0,1
1749477623000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,227.0,1
1749477625000000000,AAPL,XNAS,1,1,1.00180983543396,100,94.0,1
1749477625000000000,AAPL,XNAS,1,-1,1.002851128578186,100,379.0,3
1749477625000000000,AAPL,XNAS,2,1,1.0015618801116943,100,1.0,1
1749477625000000000,AAPL,XNAS,2,-1,1.0029999017715454,100,100.0,1
1749477628000000000,AAPL,XNAS,1,1,1.00180983543396,100,94.0,1
1749477628000000000,AAPL,XNAS,1,-1,1.002851128578186,100,479.0,3
1749477628000000000,AAPL,XNAS,2,1,1.0016114711761475,100,50.0,1
1749477628000000000,AAPL,XNAS,2,-1,1.003495693206787,100,100.0,1
1749477629000000000,AAPL,XNAS,1,1,1.00180983543396,100,94.0,1
