ts_ns,symbol,venue,price,price_ticks,size,aggressor_side
1748959242000000000,AAPL,XNAS,1.0,100,2.0,SELL
1748959270000000000,AAPL,XNAS,0.9999486804008484,100,2.0,BUY
1748959303000000000,AAPL,XNAS,0.9999486804008484,100,2.0,SELL
1748959324000000000,AAPL,XNAS,1.0002052783966064,100,4.0,BUY
1748959325000000000,AAPL,XNAS,1.0002632141113281,100,180.0,SELL
1748959326000000000,AAPL,XNAS,1.0007699728012085,100,9.0,SELL
1748959355000000000,AAPL,XNAS,1.0009238719940186,100,3.0,BUY
1748959364000000000,AAPL,XNAS,1.0008212327957153,100,2.0,BUY
1748959375000000000,AAPL,XNAS,1.0012283325195312,100,86.0,BUY
1748959408000000000,AAPL,XNAS,1.0012319087982178,100,19.0,BUY
1748959412000000000,AAPL,XNAS,1.0015872716903687,100,66.0,BUY
1748959449000000000,AAPL,XNAS,1.0015432834625244,100,15.0,BUY
1748959450000000000,AAPL,XNAS,1.0013360977172852,100,269.0,SELL
1748959452000000000,AAPL,XNAS,1.001334547996521,100,33.0,SELL
1748959527000000000,AAPL,XNAS,1.0013859272003174,100,1.0,SELL
1748959563000000000,AAPL,XNAS,1.0014371871948242,100,1.0,BUY
1748959608000000000,AAPL,XNAS,1.0014371871948242,100,2.0,BUY
1748959635000000000,AAPL,XNAS,1.001695156097412,100,160.0,BUY
1748959645000000000,AAPL,XNAS,1.0017964839935303,100,2.0,BUY
1748959656000000000,AAPL,XNAS,1.0018478631973267,100,1.0,BUY
1748959669000000000,AAPL,XNAS,1.0017452239990234,100,1.0,SELL
1748959671000000000,AAPL,XNAS,1.001921534538269,100,481.0,BUY
1748959672000000000,AAPL,XNAS,1.0019505023956299,100,8.0,BUY
1748959714000000000,AAPL,XNAS,1.0018478631973267,100,1.0,UNKNOWN
1748959733000000000,AAPL,XNAS,1.001478672027588,100,501.0,BUY
1748959791000000000,AAPL,XNAS,1.0012319087982178,100,1.0,UNKNOWN
1748959804000000000,AAPL,XNAS,0.9963222742080688,100,15.0,BUY
1748959810000000000,AAPL,XNAS,0.9957931041717529,100,5.0,SELL
1748959811000000000,AAPL,XNAS,0.9957401752471924,100,300.0,BUY
1748959824000000000,AAPL,XNAS,0.995299220085144,100,300.0,SELL
1748959832000000000,AAPL,XNAS,0.9953961968421936,100,200.0,BUY
1748959845000000000,AAPL,XNAS,0.9952110052108765,100,1.0,BUY
1748959859000000000,AAPL,XNAS,0.9947876930236816,99,1.0,BUY
1748959869000000000,AAPL,XNAS,0.9944172501564026,99,20.0,SELL
1748959871000000000,AAPL,XNAS,0.9944172501564026,99,6.0,SELL
1748959872000000000,AAPL,XNAS,0.9944172501564026,99,310.0,SELL
1748959876000000000,AAPL,XNAS,0.9951333403587341,100,214.0,SELL
1748959886000000000,AAPL,XNAS,0.9961780905723572,100,29.0,BUY
1748959888000000000,AAPL,XNAS,0.9954755902290344,100,3.0,SELL
1748959905000000000,AAPL,XNAS,0.994999349117279,99,1.0,SELL
1748959906000000000,AAPL,XNAS,0.994999349117279,99,9.0,SELL
1748959908000000000,AAPL,XNAS,0.9949464201927185,99,301.0,SELL
1748959922000000000,AAPL,XNAS,0.9952903985977173,100,200.0,SELL
1748959937000000000,AAPL,XNAS,0.9949069023132324,99,269.0,BUY
1748959944000000000,AAPL,XNAS,0.9942055940628052,99,3.0,BUY
1748959971000000000,AAPL,XNAS,0.9939939379692078,99,1.0,BUY
1748959977000000000,AAPL,XNAS,0.9933059811592102,99,2.0,SELL
1748959980000000000,AAPL,XNAS,0.9932530522346497,99,100.0,SELL
1748959989000000000,AAPL,XNAS,0.9934118390083313,99,1.0,SELL
1748960027000000000,AAPL,XNAS,0.9947591423988342,99,154.0,BUY
1748960030000000000,AAPL,XNAS,0.9952996373176575,100,412.0,BUY
1748960033000000000,AAPL,XNAS,0.9950522780418396,100,3.0,BUY
1748960037000000000,AAPL,XNAS,0.9946538209915161,99,17.0,SELL
1748960039000000000,AAPL,XNAS,0.9938880801200867,99,10.0,SELL
1748960053000000000,AAPL,XNAS,0.9939410090446472,99,300.0,SELL
1748960064000000000,AAPL,XNAS,0.9933589100837708,99,100.0,SELL
1748960091000000000,AAPL,XNAS,0.9939410090446472,99,2.0,BUY
1748960095000000000,AAPL,XNAS,0.9939939379692078,99,1.0,BUY
1748960104000000000,AAPL,XNAS,0.9945759773254395,99,1.0,BUY
1748960111000000000,AAPL,XNAS,0.9945980310440063,99,12.0,BUY
1748960114000000000,AAPL,XNAS,0.9950371384620667,100,7.0,BUY
1748960135000000000,AAPL,XNAS,0.9942585229873657,99,202.0,SELL
1748960137000000000,AAPL,XNAS,0.9942585229873657,99,257.0,SELL
1748960138000000000,AAPL,XNAS,0.9942412972450256,99,320.0,SELL
