ts_ns,symbol,venue,price,price_ticks,size,aggressor_side
1748872821000000000,AAPL,XNAS,1.0023013353347778,100,326.0,BUY
1748872846000000000,AAPL,XNAS,1.0027780532836914,100,128.0,SELL
1748872850000000000,AAPL,XNAS,1.0028184652328491,100,55.0,BUY
1748872857000000000,AAPL,XNAS,1.0031553506851196,100,121.0,BUY
1748872868000000000,AAPL,XNAS,1.003645896911621,100,4.0,BUY
1748872878000000000,AAPL,XNAS,1.0037624835968018,100,134.0,BUY
1748872922000000000,AAPL,XNAS,1.004206657409668,100,102.0,SELL
1748872927000000000,AAPL,XNAS,1.0045768022537231,100,1.0,BUY
1748872944000000000,AAPL,XNAS,1.0043699741363525,100,6.0,BUY
1748872947000000000,AAPL,XNAS,1.003963589668274,100,233.0,BUY
1748872977000000000,AAPL,XNAS,1.0038528442382812,100,1.0,UNKNOWN
1748872983000000000,AAPL,XNAS,1.0039561986923218,100,2.0,BUY
1748872987000000000,AAPL,XNAS,1.0042665004730225,100,165.0,BUY
1748873007000000000,AAPL,XNAS,1.0035425424575806,100,72.0,SELL
1748873018000000000,AAPL,XNAS,1.0041552782058716,100,33.0,SELL
1748873054000000000,AAPL,XNAS,1.0039045810699463,100,100.0,BUY
1748873063000000000,AAPL,XNAS,1.0039045810699463,100,1.0,BUY
1748873065000000000,AAPL,XNAS,1.004111409187317,100,2.0,BUY
1748873078000000000,AAPL,XNAS,1.0043699741363525,100,106.0,BUY
1748873131000000000,AAPL,XNAS,1.0046802759170532,100,3.0,BUY
1748873166000000000,AAPL,XNAS,1.004214882850647,100,6.0,SELL
1748873180000000000,AAPL,XNAS,1.0041157007217407,100,432.0,SELL
1748873189000000000,AAPL,XNAS,1.0044217109680176,100,1.0,SELL
1748873198000000000,AAPL,XNAS,1.004214882850647,100,100.0,BUY
1748873230000000000,AAPL,XNAS,1.0038528442382812,100,2.0,BUY
1748873235000000000,AAPL,XNAS,1.0039045810699463,100,1.0,BUY
1748873264000000000,AAPL,XNAS,1.0037493705749512,100,2.0,SELL
1748873270000000000,AAPL,XNAS,1.003464937210083,100,200.0,BUY
1748873271000000000,AAPL,XNAS,1.003645896911621,100,101.0,BUY
1748873288000000000,AAPL,XNAS,1.0039045810699463,100,2.0,BUY
1748873314000000000,AAPL,XNAS,1.0040115118026733,100,29.0,BUY
1748873323000000000,AAPL,XNAS,1.0040079355239868,100,1.0,BUY
1748873340000000000,AAPL,XNAS,1.0035425424575806,100,4.0,SELL
1748873349000000000,AAPL,XNAS,1.0031287670135498,100,2.0,BUY
1748873350000000000,AAPL,XNAS,1.0027985572814941,100,13.0,SELL
1748873351000000000,AAPL,XNAS,1.0025606155395508,100,154.0,SELL
1748873362000000000,AAPL,XNAS,1.0027151107788086,100,1.0,BUY
1748873372000000000,AAPL,XNAS,1.003191351890564,100,499.0,SELL
1748873381000000000,AAPL,XNAS,1.003477931022644,100,8.0,BUY
1748873385000000000,AAPL,XNAS,1.003645896911621,100,26.0,BUY
1748873400000000000,AAPL,XNAS,0.9998243451118469,100,2.0,SELL
1748873418000000000,AAPL,XNAS,0.9999247193336487,100,1.0,BUY
1748873428000000000,AAPL,XNAS,0.9999247193336487,100,1.0,BUY
1748873464000000000,AAPL,XNAS,0.9997239708900452,100,1.0,SELL
1748873475000000000,AAPL,XNAS,1.0000251531600952,100,110.0,SELL
1748873531000000000,AAPL,XNAS,0.9999247193336487,100,1.0,SELL
1748873564000000000,AAPL,XNAS,0.9999904632568359,100,29.0,SELL
1748873584000000000,AAPL,XNAS,0.9998745322227478,100,20.0,SELL
1748873602000000000,AAPL,XNAS,0.9999749064445496,100,2.0,BUY
1748873646000000000,AAPL,XNAS,0.9997239708900452,100,3.0,SELL
1748873652000000000,AAPL,XNAS,1.000125527381897,100,210.0,BUY
1748873658000000000,AAPL,XNAS,1.000125527381897,100,2.0,SELL
1748873683000000000,AAPL,XNAS,1.0003764629364014,100,5.0,BUY
1748873691000000000,AAPL,XNAS,1.0003764629364014,100,2.0,BUY
1748873705000000000,AAPL,XNAS,1.000209093093872,100,6.0,SELL
1748873741000000000,AAPL,XNAS,1.000127911567688,100,21.0,SELL
1748873762000000000,AAPL,XNAS,1.0002259016036987,100,19.0,SELL
1748873772000000000,AAPL,XNAS,1.0001757144927979,100,1.0,BUY
1748873783000000000,AAPL,XNAS,1.000372290611267,100,24.0,BUY
1748873809000000000,AAPL,XNAS,1.0002760887145996,100,1.0,SELL
1748873851000000000,AAPL,XNAS,1.0002259016036987,100,1.0,SELL
1748873878000000000,AAPL,XNAS,1.0002760887145996,100,1.0,SELL
1748873882000000000,AAPL,XNAS,1.00007164478302,100,280.0,SELL
1748873923000000000,AAPL,XNAS,1.0003262758255005,100,3.0,SELL
1748873935000000000,AAPL,XNAS,1.0003764629364014,100,200.0,SELL
1748873936000000000,AAPL,XNAS,1.000527024269104,100,100.0,SELL
1748873938000000000,AAPL,XNAS,1.0007965564727783,100,35.0,BUY
1748873946000000000,AAPL,XNAS,1.0008281469345093,100,1.0,BUY
1748873947000000000,AAPL,XNAS,1.0008281469345093,100,1.0,BUY
1748873967000000000,AAPL,XNAS,1.0006273984909058,100,206.0,BUY
1748874058000000000,AAPL,XNAS,1.0002154111862183,100,2.0,BUY
1748874069000000000,AAPL,XNAS,0.9996410012245178,100,127.0,SELL
1748874102000000000,AAPL,XNAS,1.0004547834396362,100,6.0,BUY
1748874118000000000,AAPL,XNAS,1.000119686126709,100,2.0,UNKNOWN
1748874121000000000,AAPL,XNAS,1.0004547834396362,100,14.0,SELL
1748874160000000000,AAPL,XNAS,1.000119686126709,100,290.0,SELL
1748874161000000000,AAPL,XNAS,0.9999281764030457,100,29.0,SELL
1748874200000000000,AAPL,XNAS,0.9996410012245178,100,101.0,SELL
1748874228000000000,AAPL,XNAS,0.9994905591011047,100,7.0,BUY
1748874236000000000,AAPL,XNAS,0.9992101788520813,100,101.0,BUY
1748874270000000000,AAPL,XNAS,0.9995456337928772,100,261.0,SELL
1748874280000000000,AAPL,XNAS,0.9991623163223267,100,30.0,SELL
1748874298000000000,AAPL,XNAS,1.0000239610671997,100,2.0,BUY
1748874358000000000,AAPL,XNAS,0.9999281764030457,100,1.0,BUY
1748874359000000000,AAPL,XNAS,0.9994964599609375,100,101.0,BUY
1748874417000000000,AAPL,XNAS,0.9994973540306091,100,2.0,BUY
1748874467000000000,AAPL,XNAS,0.9990407824516296,100,13.0,BUY
1748874473000000000,AAPL,XNAS,0.9985768795013428,100,391.0,BUY
1748874480000000000,AAPL,XNAS,0.9982049465179443,100,10.0,SELL
1748874486000000000,AAPL,XNAS,0.9983006715774536,100,5.0,SELL
1748874497000000000,AAPL,XNAS,0.998252809047699,100,5.0,SELL
1748874526000000000,AAPL,XNAS,0.9981821775436401,100,204.0,BUY
1748874538000000000,AAPL,XNAS,0.9975417852401733,100,246.0,SELL
1748874594000000000,AAPL,XNAS,0.9973911643028259,100,11.0,BUY
1748874598000000000,AAPL,XNAS,0.9976783990859985,100,200.0,SELL
1748874603000000000,AAPL,XNAS,1.000231385231018,100,13.0,BUY
1748874653000000000,AAPL,XNAS,1.000231385231018,100,16.0,BUY
1748874701000000000,AAPL,XNAS,0.9997450709342957,100,202.0,BUY
1748874717000000000,AAPL,XNAS,0.9992597103118896,100,100.0,BUY
1748874761000000000,AAPL,XNAS,0.9983806610107422,100,70.0,SELL
1748874868000000000,AAPL,XNAS,0.9984269738197327,100,5.0,BUY
1748874910000000000,AAPL,XNAS,0.9987163543701172,100,255.0,BUY
1748874972000000000,AAPL,XNAS,0.99880051612854,100,433.0,SELL
1748874985000000000,AAPL,XNAS,0.9993458390235901,100,65.0,SELL
1748874986000000000,AAPL,XNAS,0.9995373487472534,100,48.0,BUY
1748874988000000000,AAPL,XNAS,0.9992414116859436,100,116.0,SELL
1748874990000000000,AAPL,XNAS,0.9990653991699219,100,125.0,BUY
1748875068000000000,AAPL,XNAS,0.9983344078063965,100,5.0,SELL
1748875146000000000,AAPL,XNAS,0.9980105757713318,100,59.0,SELL
1748875176000000000,AAPL,XNAS,0.997972309589386,100,450.0,BUY
1748875216000000000,AAPL,XNAS,1.000023365020752,100,1.0,BUY
1748875261000000000,AAPL,XNAS,0.9997902512550354,100,202.0,BUY
1748875267000000000,AAPL,XNAS,0.9992309212684631,100,1.0,SELL
1748875275000000000,AAPL,XNAS,0.9995284676551819,100,13.0,BUY
1748875326000000000,AAPL,XNAS,0.9995105862617493,100,1.0,UNKNOWN
1748875338000000000,AAPL,XNAS,0.9995105862617493,100,3.0,UNKNOWN
1748875356000000000,AAPL,XNAS,0.9997051954269409,100,108.0,BUY
1748875384000000000,AAPL,XNAS,0.9998368620872498,100,4.0,BUY
1748875400000000000,AAPL,XNAS,0.9998834729194641,100,6.0,SELL
1748875447000000000,AAPL,XNAS,0.9998368620872498,100,1.0,BUY
1748875485000000000,AAPL,XNAS,0.9996423721313477,100,232.0,BUY
1748875516000000000,AAPL,XNAS,0.999603807926178,100,3.0,UNKNOWN
